MeshHeading	count	Unconquerables	% Unconquerables	MEDLINE journals OA compliant	% MEDLINE journals OA compliant
New Mexico	3	0	0.0	3	1.0
New South Wales	2	0	0.0	2	1.0
New York	10	0	0.0	10	1.0
New York City	2	0	0.0	2	1.0
New Zealand	9	0	0.0	9	1.0
Nicotine	1	0	0.0	1	1.0
Nigeria	1	0	0.0	1	1.0
Nitric Oxide	1	0	0.0	1	1.0
Noise	1	0	0.0	1	1.0
Nonlinear Dynamics	4	0	0.0	4	1.0
Nonverbal Communication	1	0	0.0	1	1.0
North Carolina	5	1	0.2	4	0.8
Norway	4	0	0.0	4	1.0
Nose	3	1	0.3333333333333333	2	0.6666666666666666
Nose Diseases	5	2	0.4	3	0.6
Noxae	1	0	0.0	1	1.0
Nuclear Energy	10	0	0.0	10	1.0
Nuclear Magnetic Resonance, Biomolecular	1	0	0.0	1	1.0
Nuclear Medicine	45	3	0.06666666666666668	42	0.9333333333333333
Nuclear Physics	3	0	0.0	3	1.0
Nuclear Transfer Techniques	1	0	0.0	1	1.0
Nucleic Acids	17	1	0.05882352941176471	16	0.9411764705882353
Nucleosides	2	0	0.0	2	1.0
Nucleotides	2	0	0.0	2	1.0
Nucleotides, Cyclic	6	0	0.0	6	1.0
Nurse Administrators	9	0	0.0	9	1.0
Nurse Anesthetists	3	0	0.0	3	1.0
Nurse Clinicians	5	0	0.0	5	1.0
Nurse Midwives	2	0	0.0	2	1.0
Nurse Practitioners	11	1	0.09090909090909093	10	0.9090909090909091
Nurse-Patient Relations	1	0	0.0	1	1.0
Nurses	12	1	0.08333333333333333	11	0.9166666666666666
Nurses, Male	1	0	0.0	1	1.0
Nursing	386	11	0.028497409326424868	375	0.9715025906735751
Nursing Assessment	3	0	0.0	3	1.0
Nursing Assistants	4	0	0.0	4	1.0
Nursing Care	64	3	0.046875	61	0.953125
Nursing Diagnosis	3	0	0.0	3	1.0
Nursing Homes	13	0	0.0	13	1.0
Nursing Process	10	1	0.1	9	0.9
Nursing Research	18	3	0.16666666666666666	15	0.8333333333333334
Nursing Service, Hospital	1	0	0.0	1	1.0
Nursing Services	5	0	0.0	5	1.0
Nursing Staff	5	0	0.0	5	1.0
Nursing Theory	1	0	0.0	1	1.0
Nursing, Practical	8	0	0.0	8	1.0
Nursing, Supervisory	10	0	0.0	10	1.0
Nutrigenomics	1	0	0.0	1	1.0
Nutrition Disorders	19	2	0.10526315789473684	17	0.8947368421052632
Nutrition Policy	1	1	1.0	0	0.0
Nutrition Surveys	1	0	0.0	1	1.0
Nutritional Physiological Phenomena	139	11	0.07913669064748201	128	0.920863309352518
Nutritional Sciences	6	0	0.0	6	1.0
Nutritional Support	2	0	0.0	2	1.0
Nutritive Value	2	0	0.0	2	1.0
Obesity	20	0	0.0	20	1.0
Obesity, Morbid	2	0	0.0	2	1.0
Object Attachment	1	0	0.0	1	1.0
Obstetric Nursing	12	0	0.0	12	1.0
Obstetric Surgical Procedures	1	0	0.0	1	1.0
Obstetrics	133	5	0.03759398496240601	128	0.9624060150375939
Occupational Diseases	26	5	0.19230769230769232	21	0.8076923076923077
Occupational Exposure	7	2	0.2857142857142857	5	0.7142857142857143
Occupational Health	30	2	0.06666666666666668	28	0.9333333333333333
Occupational Health Nursing	8	0	0.0	8	1.0
Occupational Health Services	7	0	0.0	7	1.0
Occupational Medicine	104	5	0.04807692307692308	99	0.9519230769230769
Occupational Therapy	11	0	0.0	11	1.0
Occupations	1	0	0.0	1	1.0
Oceania	1	0	0.0	1	1.0
Ocular Motility Disorders	3	0	0.0	3	1.0
Ocular Physiological Phenomena	1	0	0.0	1	1.0
Office Management	2	0	0.0	2	1.0
Ohio	5	0	0.0	5	1.0
Oils	1	0	0.0	1	1.0
Oklahoma	3	0	0.0	3	1.0
Oligonucleotides	2	0	0.0	2	1.0
Oligonucleotides, Antisense	1	0	0.0	1	1.0
Oligosaccharides	1	0	0.0	1	1.0
Oncogenes	4	0	0.0	4	1.0
Oncology Nursing	8	0	0.0	8	1.0
Oncology Service, Hospital	1	0	0.0	1	1.0
Ontario	1	0	0.0	1	1.0
Operating Room Nursing	8	0	0.0	8	1.0
Operating Room Technicians	4	0	0.0	4	1.0
Operating Rooms	4	0	0.0	4	1.0
Operations Research	2	0	0.0	2	1.0
Ophthalmic Assistants	1	0	0.0	1	1.0
Ophthalmologic Surgical Procedures	9	0	0.0	9	1.0
Ophthalmology	133	6	0.045112781954887216	127	0.9548872180451128
Opioid-Related Disorders	1	1	1.0	0	0.0
Optics and Photonics	15	0	0.0	15	1.0
Optometry	21	0	0.0	21	1.0
Oral Health	12	1	0.08333333333333333	11	0.9166666666666666
Oral Hygiene	5	0	0.0	5	1.0
Oral Medicine	6	3	0.5	3	0.5
Oral Surgical Procedures	3	2	0.6666666666666666	1	0.3333333333333333
Orbit	1	0	0.0	1	1.0
Orbital Diseases	1	0	0.0	1	1.0
Oregon	3	0	0.0	3	1.0
Organ Transplantation	2	0	0.0	2	1.0
Organic Chemicals	1	0	0.0	1	1.0
Organisms, Genetically Modified	1	0	0.0	1	1.0
Organization and Administration	17	0	0.0	17	1.0
Organizational Innovation	4	0	0.0	4	1.0
Organizations	1	0	0.0	1	1.0
Organogenesis	1	0	0.0	1	1.0
Organotherapy	1	0	0.0	1	1.0
Orientation	1	0	0.0	1	1.0
Origin of Life	2	0	0.0	2	1.0
Orphan Drug Production	1	0	0.0	1	1.0
Orthodontic Appliances, Removable	1	0	0.0	1	1.0
Orthodontics	53	2	0.03773584905660377	51	0.9622641509433962
Orthodontics, Corrective	2	0	0.0	2	1.0
Orthognathic Surgical Procedures	1	0	0.0	1	1.0
Orthopedic Equipment	1	0	0.0	1	1.0
Orthopedic Nursing	2	0	0.0	2	1.0
Orthopedic Procedures	21	7	0.3333333333333333	14	0.6666666666666666
Orthopedics	78	9	0.1153846153846154	69	0.8846153846153846
Orthoptics	3	0	0.0	3	1.0
Orthotic Devices	1	0	0.0	1	1.0
Osteoarthritis	1	0	0.0	1	1.0
Osteopathic Medicine	14	0	0.0	14	1.0
Osteoporosis	5	0	0.0	5	1.0
Ostomy	2	0	0.0	2	1.0
Otolaryngology	96	3	0.03125	93	0.96875
Otorhinolaryngologic Diseases	23	1	0.043478260869565216	22	0.9565217391304348
Otorhinolaryngologic Surgical Procedures	4	1	0.25	3	0.75
Outcome Assessment, Health Care	9	0	0.0	9	1.0
Outcome and Process Assessment, Health Care	7	1	0.14285714285714285	6	0.8571428571428571
Ovarian Diseases	1	0	0.0	1	1.0
Ovary	1	0	0.0	1	1.0
Oxidation-Reduction	3	0	0.0	3	1.0
Oxidative Stress	4	0	0.0	4	1.0
Oxygen Inhalation Therapy	1	1	1.0	0	0.0
Oxytetracycline	1	0	0.0	1	1.0
Pacemaker, Artificial	2	0	0.0	2	1.0
Pacific Islands	4	1	0.25	3	0.75
Pain	25	3	0.12	22	0.88
Pain Management	12	1	0.08333333333333333	11	0.9166666666666666
Pain Measurement	1	0	0.0	1	1.0
Pakistan	1	0	0.0	1	1.0
Paleontology	1	0	0.0	1	1.0
Paleopathology	2	0	0.0	2	1.0
Palliative Care	20	0	0.0	20	1.0
Palliative Medicine	1	0	0.0	1	1.0
Pancreas	6	0	0.0	6	1.0
Pancreatic Diseases	7	0	0.0	7	1.0
Papillomaviridae	1	0	0.0	1	1.0
Paraneoplastic Endocrine Syndromes	1	0	0.0	1	1.0
Paraplegia	4	0	0.0	4	1.0
Parapsychology	3	0	0.0	3	1.0
Parasites	16	1	0.0625	15	0.9375
Parasitic Diseases	33	3	0.09090909090909093	30	0.9090909090909091
Parasitic Diseases, Animal	5	0	0.0	5	1.0
Parasitology	51	6	0.1176470588235294	45	0.8823529411764706
Parent-Child Relations	1	0	0.0	1	1.0
Parenteral Nutrition	13	0	0.0	13	1.0
Parkinson Disease	3	0	0.0	3	1.0
Pastoral Care	4	0	0.0	4	1.0
Patents as Topic	15	0	0.0	15	1.0
Pathologic Processes	2	1	0.5	1	0.5
Pathology	182	12	0.06593406593406594	170	0.9340659340659341
Pathology, Clinical	12	1	0.08333333333333333	11	0.9166666666666666
Pathology, Oral	3	0	0.0	3	1.0
Pathology, Surgical	6	0	0.0	6	1.0
Pathology, Veterinary	7	0	0.0	7	1.0
Patient Admission	3	0	0.0	3	1.0
Patient Advocacy	4	1	0.25	3	0.75
Patient Care	1	0	0.0	1	1.0
Patient Care Planning	11	0	0.0	11	1.0
Patient Care Team	2	0	0.0	2	1.0
Patient Compliance	1	0	0.0	1	1.0
Patient Discharge	3	0	0.0	3	1.0
Patient Education as Topic	2	0	0.0	2	1.0
Patient Participation	3	0	0.0	3	1.0
Patient Rights	1	0	0.0	1	1.0
Patient Safety	1	0	0.0	1	1.0
Patient Satisfaction	2	1	0.5	1	0.5
Patient Simulation	1	0	0.0	1	1.0
Patient-Centered Care	5	0	0.0	5	1.0
Patients	4	0	0.0	4	1.0
Pattern Recognition, Automated	1	0	0.0	1	1.0
Pediatric Dentistry	20	4	0.2	16	0.8
Pediatric Nursing	23	1	0.043478260869565216	22	0.9565217391304348
Pediatrics	228	10	0.04385964912280702	218	0.956140350877193
Peer Review	2	0	0.0	2	1.0
Pelvic Floor	1	0	0.0	1	1.0
Pelvic Organ Prolapse	1	0	0.0	1	1.0
Penicillins	1	0	0.0	1	1.0
Pennsylvania	7	0	0.0	7	1.0
Pensions	3	0	0.0	3	1.0
Peptides	14	0	0.0	14	1.0
Perception	8	0	0.0	8	1.0
Perceptual Disorders	1	0	0.0	1	1.0
Perfusion	1	0	0.0	1	1.0
Perinatal Care	3	0	0.0	3	1.0
Perinatology	13	0	0.0	13	1.0
Periodicals as Topic	3	0	0.0	3	1.0
Periodicity	1	0	0.0	1	1.0
Periodontal Diseases	11	0	0.0	11	1.0
Periodontics	29	3	0.10344827586206896	26	0.896551724137931
Perioperative Nursing	10	0	0.0	10	1.0
Peripheral Nervous System	1	0	0.0	1	1.0
Peripheral Nervous System Diseases	2	0	0.0	2	1.0
Peripheral Vascular Diseases	1	0	0.0	1	1.0
Peritoneal Dialysis	2	1	0.5	1	0.5
Peritoneal Dialysis, Continuous Ambulatory	1	1	1.0	0	0.0
Peroxidases	1	0	0.0	1	1.0
Personal Health Services	2	0	0.0	2	1.0
Personality	6	0	0.0	6	1.0
Personality Assessment	4	0	0.0	4	1.0
Personality Development	2	0	0.0	2	1.0
Personality Disorders	5	1	0.2	4	0.8
Personnel Administration, Hospital	1	0	0.0	1	1.0
Personnel Management	10	0	0.0	10	1.0
Personnel Selection	2	0	0.0	2	1.0
Personnel, Hospital	1	0	0.0	1	1.0
Persons With Hearing Impairments	1	0	0.0	1	1.0
Persons with Mental Disabilities	1	0	0.0	1	1.0
Peru	2	0	0.0	2	1.0
Pest Control	1	0	0.0	1	1.0
Pesticide Residues	1	1	1.0	0	0.0
Pesticides	9	0	0.0	9	1.0
Pharmaceutic Aids	1	0	0.0	1	1.0
Pharmaceutical Preparations	129	7	0.05426356589147287	122	0.9457364341085271
Pharmaceutical Services	2	1	0.5	1	0.5
Pharmacists	1	0	0.0	1	1.0
Pharmacogenetics	14	0	0.0	14	1.0
Pharmacognosy	7	0	0.0	7	1.0
Pharmacokinetics	8	1	0.125	7	0.875
Pharmacological Phenomena	4	0	0.0	4	1.0
Pharmacology	187	11	0.05882352941176471	176	0.9411764705882353
Pharmacology, Clinical	11	1	0.09090909090909093	10	0.9090909090909091
Pharmacopoeias as Topic	3	1	0.3333333333333333	2	0.6666666666666666
Pharmacy	149	1	0.006711409395973154	148	0.9932885906040269
Pharmacy Administration	6	1	0.16666666666666666	5	0.8333333333333334
Pharmacy Service, Hospital	12	0	0.0	12	1.0
Pheromones	1	0	0.0	1	1.0
Philippines	1	0	0.0	1	1.0
Philosophy	6	0	0.0	6	1.0
Philosophy, Medical	9	0	0.0	9	1.0
Philosophy, Nursing	4	0	0.0	4	1.0
Phlebitis	1	0	0.0	1	1.0
Phonetics	3	0	0.0	3	1.0
Phosphoproteins	4	0	0.0	4	1.0
Photobiology	3	0	0.0	3	1.0
Photochemistry	4	0	0.0	4	1.0
Photography	11	0	0.0	11	1.0
Photosensitivity Disorders	1	0	0.0	1	1.0
Photosensitizing Agents	1	0	0.0	1	1.0
Photosynthesis	3	0	0.0	3	1.0
Phototherapy	5	0	0.0	5	1.0
Phylogeny	2	0	0.0	2	1.0
Physical Education and Training	16	1	0.0625	15	0.9375
Physical Exertion	8	0	0.0	8	1.0
Physical Fitness	7	0	0.0	7	1.0
Physical Phenomena	2	0	0.0	2	1.0
Physical Therapy Modalities	53	1	0.018867924528301886	52	0.9811320754716981
Physical Therapy Specialty	2	0	0.0	2	1.0
Physical and Rehabilitation Medicine	17	0	0.0	17	1.0
Physician Assistants	10	1	0.1	9	0.9
Physician-Patient Relations	2	0	0.0	2	1.0
Physicians	29	1	0.03448275862068965	28	0.9655172413793104
Physicians, Family	1	1	1.0	0	0.0
Physicians, Women	4	0	0.0	4	1.0
Physics	27	2	0.07407407407407407	25	0.9259259259259259
Physiological Phenomena	9	1	0.1111111111111111	8	0.8888888888888888
Physiology	144	8	0.05555555555555555	136	0.9444444444444444
Physiology, Comparative	18	0	0.0	18	1.0
Phytotherapy	2	0	0.0	2	1.0
Pigmentation	2	0	0.0	2	1.0
Pineal Gland	1	0	0.0	1	1.0
Pituitary Diseases	1	0	0.0	1	1.0
Pituitary Gland	1	0	0.0	1	1.0
Pituitary Hormones	1	0	0.0	1	1.0
Placenta	2	0	0.0	2	1.0
Plant Cells	3	0	0.0	3	1.0
Plant Development	1	0	0.0	1	1.0
Plant Diseases	2	0	0.0	2	1.0
Plant Extracts	3	0	0.0	3	1.0
Plant Physiological Phenomena	16	1	0.0625	15	0.9375
Plant Proteins	1	0	0.0	1	1.0
Plant Roots	1	0	0.0	1	1.0
Plant Structures	1	0	0.0	1	1.0
Plant Viruses	1	0	0.0	1	1.0
Plants	18	1	0.05555555555555555	17	0.9444444444444444
Plants, Edible	1	0	0.0	1	1.0
Plants, Genetically Modified	5	0	0.0	5	1.0
Plants, Medicinal	14	1	0.07142857142857142	13	0.9285714285714286
Plasmapheresis	3	0	0.0	3	1.0
Plasmids	1	0	0.0	1	1.0
Plastics	1	0	0.0	1	1.0
Play and Playthings	1	0	0.0	1	1.0
Pneumoconiosis	1	0	0.0	1	1.0
Podiatry	9	1	0.1111111111111111	8	0.8888888888888888
Poison Control Centers	1	0	0.0	1	1.0
Poisoning	3	0	0.0	3	1.0
Poisons	5	0	0.0	5	1.0
Poland	7	0	0.0	7	1.0
Policy Making	2	0	0.0	2	1.0
Politics	6	0	0.0	6	1.0
Polymerase Chain Reaction	1	0	0.0	1	1.0
Polymerization	1	0	0.0	1	1.0
Polymers	9	0	0.0	9	1.0
Polysaccharides	2	0	0.0	2	1.0
Population	15	0	0.0	15	1.0
Population Characteristics	1	0	0.0	1	1.0
Population Control	2	0	0.0	2	1.0
Population Growth	1	0	0.0	1	1.0
Population Surveillance	6	1	0.16666666666666666	5	0.8333333333333334
Portugal	1	0	0.0	1	1.0
Positron-Emission Tomography	1	0	0.0	1	1.0
Postoperative Care	2	0	0.0	2	1.0
Postoperative Period	1	0	0.0	1	1.0
Postural Balance	2	0	0.0	2	1.0
Posture	1	0	0.0	1	1.0
Poultry	3	0	0.0	3	1.0
Poultry Diseases	5	1	0.2	4	0.8
Poverty	1	0	0.0	1	1.0
Practice Management, Dental	9	0	0.0	9	1.0
Practice Management, Medical	8	1	0.125	7	0.875
Precision Medicine	3	0	0.0	3	1.0
Preferred Provider Organizations	3	0	0.0	3	1.0
Pregnancy	13	0	0.0	13	1.0
Pregnancy Complications	14	1	0.07142857142857142	13	0.9285714285714286
Pregnancy Trimester, First	2	0	0.0	2	1.0
Pregnancy in Adolescence	1	0	0.0	1	1.0
Prenatal Care	7	0	0.0	7	1.0
Prenatal Diagnosis	1	0	0.0	1	1.0
Prenatal Exposure Delayed Effects	1	0	0.0	1	1.0
Preoperative Care	1	0	0.0	1	1.0
Prepaid Health Plans	2	0	0.0	2	1.0
Preservation, Biological	1	0	0.0	1	1.0
Pressure Ulcer	6	0	0.0	6	1.0
Preventive Dentistry	7	0	0.0	7	1.0
Preventive Health Services	6	1	0.16666666666666666	5	0.8333333333333334
Preventive Medicine	31	4	0.12903225806451613	27	0.8709677419354839
Primary Health Care	27	2	0.07407407407407407	25	0.9259259259259259
Primary Prevention	6	2	0.3333333333333333	4	0.6666666666666666
Primates	7	0	0.0	7	1.0
Prions	1	0	0.0	1	1.0
Prisoners	2	0	0.0	2	1.0
Prisons	3	1	0.3333333333333333	2	0.6666666666666666
Probability	2	0	0.0	2	1.0
Probiotics	1	0	0.0	1	1.0
Process Assessment, Health Care	1	0	0.0	1	1.0
Product Surveillance, Postmarketing	2	0	0.0	2	1.0
Professional Practice	6	1	0.16666666666666666	5	0.8333333333333334
Professional Staff Committees	2	0	0.0	2	1.0
Professional-Patient Relations	1	0	0.0	1	1.0
Program Evaluation	3	0	0.0	3	1.0
Progressive Patient Care	1	0	0.0	1	1.0
Projective Techniques	3	0	0.0	3	1.0
Prokaryotic Cells	1	0	0.0	1	1.0
Prostaglandins	8	0	0.0	8	1.0
Prostate	1	0	0.0	1	1.0
Prostatic Diseases	2	0	0.0	2	1.0
Prostatic Neoplasms	3	0	0.0	3	1.0
Prostheses and Implants	12	1	0.08333333333333333	11	0.9166666666666666
Prosthesis Design	1	0	0.0	1	1.0
Prosthodontics	16	3	0.1875	13	0.8125
Protective Devices	1	0	0.0	1	1.0
Protein Binding	3	0	0.0	3	1.0
Protein Conformation	2	0	0.0	2	1.0
Protein Engineering	3	0	0.0	3	1.0
Protein Folding	3	0	0.0	3	1.0
Protein Kinases	1	0	0.0	1	1.0
Proteins	26	1	0.038461538461538464	25	0.9615384615384616
Proteoglycans	1	0	0.0	1	1.0
Proteome	4	0	0.0	4	1.0
Proteomics	9	0	0.0	9	1.0
Psychiatric Department, Hospital	1	0	0.0	1	1.0
Psychiatric Nursing	15	0	0.0	15	1.0
Psychiatry	177	11	0.062146892655367235	166	0.9378531073446328
Psychoacoustics	1	0	0.0	1	1.0
Psychoanalysis	27	2	0.07407407407407407	25	0.9259259259259259
Psychoanalytic Interpretation	1	0	0.0	1	1.0
Psychoanalytic Theory	1	0	0.0	1	1.0
Psychoanalytic Therapy	2	2	1.0	0	0.0
Psycholinguistics	2	0	0.0	2	1.0
Psychological Tests	4	0	0.0	4	1.0
Psychological Theory	2	0	0.0	2	1.0
Psychology	74	1	0.013513513513513514	73	0.9864864864864865
Psychology, Adolescent	8	0	0.0	8	1.0
Psychology, Applied	16	0	0.0	16	1.0
Psychology, Child	34	3	0.08823529411764706	31	0.9117647058823529
Psychology, Clinical	27	1	0.037037037037037035	26	0.9629629629629629
Psychology, Comparative	9	0	0.0	9	1.0
Psychology, Educational	7	0	0.0	7	1.0
Psychology, Experimental	20	0	0.0	20	1.0
Psychology, Industrial	7	0	0.0	7	1.0
Psychology, Medical	5	0	0.0	5	1.0
Psychology, Military	1	0	0.0	1	1.0
Psychology, Social	23	0	0.0	23	1.0
Psychometrics	3	0	0.0	3	1.0
Psychomotor Performance	1	0	0.0	1	1.0
Psychoneuroimmunology	1	0	0.0	1	1.0
Psychopathology	12	0	0.0	12	1.0
Psychopharmacology	43	3	0.06976744186046513	40	0.9302325581395349
Psychophysics	1	0	0.0	1	1.0
Psychophysiologic Disorders	1	1	1.0	0	0.0
Psychophysiology	32	2	0.0625	30	0.9375
Psychosomatic Medicine	22	4	0.18181818181818185	18	0.8181818181818182
Psychotherapy	34	2	0.05882352941176471	32	0.9411764705882353
Psychotherapy, Group	2	0	0.0	2	1.0
Psychotic Disorders	3	0	0.0	3	1.0
Psychotropic Drugs	7	1	0.14285714285714285	6	0.8571428571428571
Public Health	320	24	0.075	296	0.925
Public Health Administration	13	1	0.07692307692307693	12	0.9230769230769231
Public Health Dentistry	7	1	0.14285714285714285	6	0.8571428571428571
Public Health Nursing	10	0	0.0	10	1.0
Public Health Surveillance	1	0	0.0	1	1.0
Public Opinion	1	0	0.0	1	1.0
Public Policy	24	0	0.0	24	1.0
Public Relations	5	0	0.0	5	1.0
Publishing	3	0	0.0	3	1.0
Pulmonary Disease, Chronic Obstructive	2	0	0.0	2	1.0
Pulmonary Heart Disease	2	0	0.0	2	1.0
Pulmonary Medicine	1	0	0.0	1	1.0
Purchasing, Hospital	3	0	0.0	3	1.0
Quadriplegia	1	0	0.0	1	1.0
Qualitative Research	1	0	0.0	1	1.0
Quality Assurance, Health Care	33	0	0.0	33	1.0
Quality Control	3	0	0.0	3	1.0
Quality of Health Care	26	1	0.038461538461538464	25	0.9615384615384616
Quality of Life	4	0	0.0	4	1.0
Quarantine	2	0	0.0	2	1.0
Quebec	3	1	0.3333333333333333	2	0.6666666666666666
RNA	3	0	0.0	3	1.0
Radiation	16	1	0.0625	15	0.9375
Radiation Dosage	1	0	0.0	1	1.0
Radiation Effects	19	2	0.10526315789473684	17	0.8947368421052632
Radiation Genetics	1	0	0.0	1	1.0
Radiation Monitoring	6	0	0.0	6	1.0
Radiation Oncology	3	0	0.0	3	1.0
Radiation Protection	13	0	0.0	13	1.0
Radiation, Ionizing	2	0	0.0	2	1.0
Radiation, Nonionizing	1	0	0.0	1	1.0
Radio Waves	1	0	0.0	1	1.0
Radioactive Pollutants	2	0	0.0	2	1.0
Radioactive Waste	1	0	0.0	1	1.0
Radioactivity	10	0	0.0	10	1.0
Radiobiology	17	1	0.05882352941176471	16	0.9411764705882353
Radiochemistry	4	0	0.0	4	1.0
Radiographic Image Enhancement	1	0	0.0	1	1.0
Radiography	53	4	0.07547169811320754	49	0.9245283018867925
Radiography, Dental	4	0	0.0	4	1.0
Radiography, Interventional	6	2	0.3333333333333333	4	0.6666666666666666
Radiography, Thoracic	1	0	0.0	1	1.0
Radioisotope Teletherapy	1	0	0.0	1	1.0
Radioisotopes	21	2	0.09523809523809523	19	0.9047619047619048
Radiology	98	4	0.040816326530612235	94	0.9591836734693877
Radiology Department, Hospital	1	0	0.0	1	1.0
Radiology Information Systems	1	0	0.0	1	1.0
Radiology, Interventional	2	0	0.0	2	1.0
Radiometry	3	0	0.0	3	1.0
Radionuclide Imaging	17	1	0.05882352941176471	16	0.9411764705882353
Radiopharmaceuticals	2	0	0.0	2	1.0
Radiotherapy	37	2	0.054054054054054064	35	0.9459459459459459
Radium	2	0	0.0	2	1.0
Randomized Controlled Trials as Topic	2	0	0.0	2	1.0
Rare Diseases	1	0	0.0	1	1.0
Rate Setting and Review	3	0	0.0	3	1.0
Receptors, Cell Surface	7	0	0.0	7	1.0
Receptors, Cytoadhesin	1	0	0.0	1	1.0
Receptors, Cytoplasmic and Nuclear	3	0	0.0	3	1.0
Receptors, Drug	4	0	0.0	4	1.0
Receptors, Immunologic	3	0	0.0	3	1.0
Receptors, Purinergic	1	0	0.0	1	1.0
Receptors, Virus	1	0	0.0	1	1.0
Recombinant Proteins	3	0	0.0	3	1.0
Recombination, Genetic	1	0	0.0	1	1.0
Reconstructive Surgical Procedures	10	1	0.1	9	0.9
Records	1	0	0.0	1	1.0
Recreation	4	0	0.0	4	1.0
Rectal Diseases	2	0	0.0	2	1.0
Red Cross	1	0	0.0	1	1.0
Reference Standards	2	1	0.5	1	0.5
Refractive Surgical Procedures	5	0	0.0	5	1.0
Refrigeration	1	0	0.0	1	1.0
Refuse Disposal	2	0	0.0	2	1.0
Regeneration	1	0	0.0	1	1.0
Regenerative Medicine	3	0	0.0	3	1.0
Regional Health Planning	2	0	0.0	2	1.0
Registries	1	1	1.0	0	0.0
Rehabilitation	65	1	0.015384615384615384	64	0.9846153846153847
Rehabilitation Centers	1	0	0.0	1	1.0
Reimbursement Mechanisms	1	0	0.0	1	1.0
Rejuvenation	1	0	0.0	1	1.0
Religion and Medicine	9	0	0.0	9	1.0
Religion and Psychology	2	0	0.0	2	1.0
Religious Missions	2	0	0.0	2	1.0
Renal Dialysis	15	2	0.13333333333333333	13	0.8666666666666667
Renal Replacement Therapy	3	0	0.0	3	1.0
Renin-Angiotensin System	1	0	0.0	1	1.0
Reproducibility of Results	1	0	0.0	1	1.0
Reproduction	54	0	0.0	54	1.0
Reproductive Health	3	1	0.3333333333333333	2	0.6666666666666666
Reproductive Health Services	1	0	0.0	1	1.0
Reproductive Medicine	18	2	0.1111111111111111	16	0.8888888888888888
Reproductive Physiological Phenomena	2	1	0.5	1	0.5
Reproductive Techniques	4	0	0.0	4	1.0
Reproductive Techniques, Assisted	1	1	1.0	0	0.0
Research	225	14	0.06222222222222223	211	0.9377777777777778
Research Design	15	0	0.0	15	1.0
Research Personnel	1	0	0.0	1	1.0
Research Support as Topic	7	0	0.0	7	1.0
Resilience, Psychological	1	0	0.0	1	1.0
Respiration	8	0	0.0	8	1.0
Respiration Disorders	1	0	0.0	1	1.0
Respiratory Hypersensitivity	1	0	0.0	1	1.0
Respiratory Physiological Phenomena	5	0	0.0	5	1.0
Respiratory Protective Devices	2	0	0.0	2	1.0
Respiratory System	28	1	0.03571428571428571	27	0.9642857142857143
Respiratory System Agents	2	0	0.0	2	1.0
Respiratory Therapy	9	1	0.1111111111111111	8	0.8888888888888888
Respiratory Therapy Department, Hospital	1	0	0.0	1	1.0
Respiratory Tract Diseases	65	1	0.015384615384615384	64	0.9846153846153847
Respiratory Tract Infections	2	0	0.0	2	1.0
Resuscitation	9	0	0.0	9	1.0
Retina	3	0	0.0	3	1.0
Retinal Diseases	3	0	0.0	3	1.0
Retroviridae	4	1	0.25	3	0.75
Retroviridae Infections	1	0	0.0	1	1.0
Review Literature as Topic	2	0	0.0	2	1.0
Rheology	2	0	0.0	2	1.0
Rheumatic Diseases	71	2	0.028169014084507043	69	0.971830985915493
Rheumatic Fever	1	0	0.0	1	1.0
Rheumatology	11	2	0.18181818181818185	9	0.8181818181818182
Rhinoplasty	1	0	0.0	1	1.0
Risk	1	0	0.0	1	1.0
Risk Assessment	3	0	0.0	3	1.0
Risk Factors	4	0	0.0	4	1.0
Risk Management	6	0	0.0	6	1.0
Robotics	7	1	0.14285714285714285	6	0.8571428571428571
Rorschach Test	1	0	0.0	1	1.0
Rural Health	8	1	0.125	7	0.875
Rural Health Services	1	1	1.0	0	0.0
Russia	6	3	0.5	3	0.5
Safety	7	1	0.14285714285714285	6	0.8571428571428571
Safety Management	5	0	0.0	5	1.0
Salaries and Fringe Benefits	2	0	0.0	2	1.0
Salmonella	1	1	1.0	0	0.0
Sanitary Engineering	11	0	0.0	11	1.0
Sanitation	7	0	0.0	7	1.0
Sarcoidosis	2	0	0.0	2	1.0
Sarcopenia	1	0	0.0	1	1.0
Saudi Arabia	1	0	0.0	1	1.0
Scandinavian and Nordic Countries	3	0	0.0	3	1.0
Schistosomiasis	2	1	0.5	1	0.5
Schizophrenia	3	0	0.0	3	1.0
Schizophrenia, Childhood	1	0	0.0	1	1.0
School Dentistry	2	0	0.0	2	1.0
School Health Services	8	0	0.0	8	1.0
School Nursing	2	0	0.0	2	1.0
Schools, Dental	5	0	0.0	5	1.0
Schools, Health Occupations	1	0	0.0	1	1.0
Schools, Medical	2	0	0.0	2	1.0
Schools, Nursing	7	0	0.0	7	1.0
Schools, Veterinary	1	0	0.0	1	1.0
Science	152	5	0.03289473684210526	147	0.9671052631578947
Scotland	2	0	0.0	2	1.0
Seaweed	1	0	0.0	1	1.0
Security Measures	5	0	0.0	5	1.0
Seizures	1	0	0.0	1	1.0
Selection, Genetic	2	0	0.0	2	1.0
Self Care	1	0	0.0	1	1.0
Self-Help Devices	9	1	0.1111111111111111	8	0.8888888888888888
Self-Help Groups	1	0	0.0	1	1.0
Self-Injurious Behavior	1	0	0.0	1	1.0
Semantics	1	0	0.0	1	1.0
Semen	2	0	0.0	2	1.0
