NlmUniqueID	BroadJournalHeading	sherpa_oa	embargo	sherpa_oa_green	additional_oa_fee	sherpa_oa_hybrid	DOAJ_Seal	DOAJ	Reverse_Flip	flipped_embargo	flipped_access_model	flipped_born_oa
8917120	Biochemistry											
8917120	Biotechnology											
0417341	Microbiology											
9884823	Dentistry											
9812497	Dentistry											
101226212	Acquired Immunodeficiency Syndrome	yes	0.0	yes			No	yes				
101226212	Social Sciences	yes	0.0	yes			No	yes				
0366565	Nursing											
9114981	Nursing											
0105422	Nursing											
0102640	Nursing											
0413561	Medicine											
101276038	Health Services	yes	0.0	yes			Yes	yes				
101276038	Public Health	yes	0.0	yes			Yes	yes				
0404371	Public Health											
20530510R	History of Medicine											
0404372	Neurology											
0404372	Psychiatry											
7503663	Dentistry											
0413562	Gynecology											
0413562	Obstetrics											
0404373	Hematology											
9507473	Occupational Medicine											
0150531	Occupational Medicine											
9212437	Environmental Health											
9212437	Public Health											
9424773	Health Services											
9424773	Psychiatry											
9424773	Psychology											
9216153	Public Health											
0404374	Public Health											
9014566	Nursing											
100897261	Medicine						No	yes				
0420551	Medicine											
9440156	Environmental Health	yes	12.0	yes	yes	yes						
8500778	Allergy and Immunology											
9610928	Allergy and Immunology											
9610928	Pulmonary Medicine											
9610928	Vascular Diseases											
9516979	Gastroenterology	yes	0.0	yes			No	yes				
9436968	Nephrology	yes	0.0	yes			No	yes				
9436968	Transplantation	yes	0.0	yes			No	yes				
7909441	Medicine											
0025770	Medicine											
0414147	Medicine											
0414150	Medicine											
0371617	Diagnostic Imaging											
0342230	Audiology											
0325221	Audiology											
9708377	Cardiology	yes	0.0	yes								
9708377	Vascular Diseases	yes	0.0	yes								
9711058	Cardiology											
9711058	General Surgery											
8804206	Nursing	yes	12.0	yes	yes	yes						
0404375	Clinical Laboratory Techniques	yes	12.0	yes	yes	yes						
2984789R	Clinical Laboratory Techniques											
0270023	Dentistry											
0060105	Gastroenterology	yes	12.0	yes	yes	yes						
0437034	Gastroenterology											
0404507	Hematology											
0104315	Hematology											
0323767	Allergy and Immunology	yes	12.0	yes	yes	yes						
7501626	Allergy and Immunology											
0215333	Communicable Diseases											
0251025	Communicable Diseases											
9111504	Sports Medicine	yes	12.0	yes	yes	yes						
9502210	Physical and Rehabilitation Medicine	yes	12.0	yes	yes	yes						
101520867	Psychophysiology	yes	12.0	yes	yes	yes						
0121375	General Surgery											
8707869	General Surgery											
9204339	General Surgery											
0112055	General Surgery											
8510679	Primary Health Care	yes	0.0	yes			No	yes				
8812233	Primary Health Care											
0404510	Psychology	yes	12.0	yes	yes	yes						
100883503	Epidemiology	yes	0.0	yes	yes	yes						
100883503	Public Health	yes	0.0	yes	yes	yes						
100883504	Epidemiology											
100883504	Public Health											
0212503	Physical and Rehabilitation Medicine											
0254404	Physical and Rehabilitation Medicine											
0055427	Pulmonary Medicine											
0057161	Pulmonary Medicine											
0321213	Rheumatology	yes	12.0	yes	yes	yes						
0400360	Rheumatology											
0365610	Epidemiology											
0365610	Public Health											
0412776	Epidemiology											
0412776	Public Health											
101144297	General Surgery	yes	0.0	yes								
0121343	Cardiology											
0121343	General Surgery											
0121343	Pulmonary Medicine											
0265737	Cardiology											
0265737	General Surgery											
0265737	Pulmonary Medicine											
101477511	Emergency Medicine	yes	0.0	yes			Yes	yes				
101477511	Traumatology	yes	0.0	yes			Yes	yes				
101587186	Urology	yes	12.0	yes	yes	yes						
0114501	Nephrology											
0114501	Urology											
0153034	Nephrology											
0153034	Urology											
7511540	Environmental Health	yes	0.0	yes			No	yes				
7511540	Occupational Medicine	yes	0.0	yes			No	yes				
7903371	Cell Biology	yes	0.0	yes			Yes	yes				
8704616	Diagnostic Imaging											
8710881	Diagnostic Imaging											
7601982	Dentistry											
7704025	Dentistry											
7514117	Nursing											
8709011	Nursing											
101743576	Education	yes	0.0	yes	yes	yes						
101743576	Psychology	yes	0.0	yes	yes	yes						
9102245	Education											
9102245	Psychology											
0236760	Psychiatry	yes	12.0	yes	yes	yes						
8804207	Psychiatry	yes	12.0	yes	yes	yes						
8906258	Neurology	yes	12.0	yes	yes	yes						
8906258	Psychophysiology	yes	12.0	yes	yes	yes						
100956395	Health Services											
100956395	Nursing											
0423430	Public Health											
0222673	Neurology											
7507514	Environmental Health											
7704350	Occupational Medicine											
8103175	Occupational Medicine											
8709012	Neurology											
8709012	Neurosurgery											
8709012	Psychiatry											
8503709	Neurology											
8503709	Psychiatry											
0424247	Veterinary Medicine											
0404401	Medicine											
7708316	Medicine											
8709597	Dentistry											
8402985	Dentistry											
8403202	Medicine											
9431737	Sports Medicine											
9431737	Traumatology											
2984794R	Sports Medicine											
0045677	Nursing											
101653440	Science	yes	0.0	yes			No	yes				
101146039	Science											
0404400	Science											
0243617	Medicine											
8709014	History of Medicine											
8709014	Science											
8913082	Biology											
8913082	Chemistry											
8913082	Science											
9611809	Biology											
9611809	Science											
101529880	Biology	yes	12.0	yes	yes	yes			yes	12.0	Hybrid	0.0
101529880	Science	yes	12.0	yes	yes	yes			yes	12.0	Hybrid	0.0
8904113	History of Medicine	yes	0.0	yes	yes	yes						
8904113	Science	yes	0.0	yes	yes	yes						
101640192	Science	yes	0.0	yes			No	yes				
101775189	Endocrinology	yes	0.0	yes	yes	yes						
101775189	Nursing	yes	0.0	yes	yes	yes						
9877187	Dentistry											
9877187	Education											
9883482	Dentistry											
9883482	Education											
9516228	Ethics	yes	12.0	yes	yes	yes						
101688624	Allergy and Immunology	yes	0.0	yes								
9508563	Forensic Sciences	yes	12.0	yes	yes	yes						
9508563	Jurisprudence	yes	12.0	yes	yes	yes						
7510997	Medicine											
7510997	Science											
7510997	Social Sciences											
0176400	Science											
8503185	Neurology											
8503185	Nursing											
101275423	Substance-Related Disorders											
7501234	Medicine											
0411361	Science	yes	0.0	yes								
1300065	Dentistry											
101563288	Science	yes	0.0	yes			No	yes				
0234153	Neoplasms											
0234153	Pulmonary Medicine											
0234153	Tropical Medicine											
101733136	Biomedical Engineering	yes	0.0	yes								
101733136	Technology	yes	0.0	yes								
101465400	Cell Biology	yes	0.0	yes								
101465400	Physiology	yes	0.0	yes								
101465400	Science	yes	0.0	yes								
8209876	Science											
8209875	Biology											
8209875	Chemistry											
8209875	Science											
100964423	Cell Biology											
100964423	Physiology											
100964423	Science											
0330500	Environmental Health	yes	12.0	yes	yes	yes						
101505086	Medicine	yes	0.0	yes								
101505086	Science	yes	0.0	yes								
0404511	Science	yes	0.0	yes								
0404513	Science											
101131163	Medicine	yes	0.0	yes			Yes	yes				
101131163	Science	yes	0.0	yes			Yes	yes				
101131163	Technology	yes	0.0	yes			Yes	yes				
9878961	Nursing											
2983335R	Medicine	yes	0.0	yes	yes	yes			yes		Hybrid	0.0
2984844R	Medicine											
2984844R	Reproductive Medicine											
9875637	Dentistry											
9424804	Chemistry Techniques, Analytical											
101308820	Biology											
9002049	Biochemistry											
101531524	Ophthalmology											
0413564	Biochemistry											
0413745	General Surgery											
0413745	Orthopedics											
9213446	Nursing											
0413746	Psychiatry											
9801787	Neurology											
9801787	Psychiatry											
9306979	Neurology	yes	12.0	yes	yes	yes						
8912502	Antineoplastic Agents											
8912502	Drug Therapy											
8912502	Neoplasms											
8912502	Therapeutics											
20710490R	Dentistry											
9410059	Medicine											
0415603	Pharmacology											
0205463	Pharmacology											
9610769	Primary Health Care	yes	12.0	yes	yes	yes						
8508464	Pediatrics											
1306053	Rheumatology	yes	12.0	yes	yes	yes						
9100390	Orthopedics											
9010218	Neoplasms	yes	12.0	yes	yes	yes						
9807630	Anesthesiology	yes	0.0	yes	yes	yes						
9007587	Cell Biology											
9607332	Cell Biology	yes	12.0	yes	yes	yes						
9607332	Embryology	yes	12.0	yes	yes	yes						
9604647	Neurology											
9617260	Dermatology											
9617260	General Surgery											
9012406	Dentistry											
8211646	Dermatology											
8502262	Pathology	yes	12.0	yes	yes	yes						
8911629	Nephrology	yes	12.0	yes	yes	yes						
0437157	Pharmacology											
9875634	Dentistry											
101240003	Pediatrics	yes	12.0	yes	yes	yes						
101240003	Perinatology	yes	12.0	yes	yes	yes						
9100391	Gastroenterology											
0404514	Hematology	yes	12.0	yes	yes	yes						
9009458	Allergy and Immunology	yes	12.0	yes	yes	yes						
101308769	Allergy and Immunology	yes	12.0	yes	yes	yes						
101308769	Pathology	yes	12.0	yes	yes	yes						
9606070	Cardiology											
9432584	General Surgery											
8110297	Gastroenterology	yes	12.0	yes	yes	yes						
9717520	Orthopedics	yes	12.0	yes	yes	yes						
9717520	Physiology	yes	12.0	yes	yes	yes						
9717520	Radiology	yes	12.0	yes	yes	yes						
9606001	Pediatrics											
9606001	Perinatology											
8110298	Nephrology	yes	12.0	yes	yes	yes						
8111343	Neurology	yes	12.0	yes	yes	yes						
1264464	Nuclear Medicine	yes	12.0	yes	yes	yes						
9431621	Nursing											
0420432	Neoplasms	yes	12.0	yes	yes	yes						
8504688	Neoplasms	yes	12.0	yes	yes	yes						
8504688	Nursing	yes	12.0	yes	yes	yes						
8610759	Ophthalmology	yes	12.0	yes	yes	yes						
9511978	Dentistry											
9511978	Orthodontics											
9008093	Communicable Diseases											
9008093	Pediatrics											
9441351	Neurology	yes	12.0	yes	yes	yes						
9441351	Pediatrics	yes	12.0	yes	yes	yes						
9216162	General Surgery	yes	12.0	yes	yes	yes						
9216162	Pediatrics	yes	12.0	yes	yes	yes						
7801132	Perinatology	yes	12.0	yes	yes	yes						
9206988	General Surgery											
9206988	Nursing											
0235734	Psychiatry											
9202882	Neoplasms	yes	12.0	yes	yes	yes						
9202882	Radiology	yes	12.0	yes	yes	yes						
8308354	Endocrinology											
8308354	Reproductive Medicine											
100909394	Reproductive Medicine	yes	12.0	yes	yes	yes						
9431858	Critical Care	yes	12.0	yes	yes	yes						
9431858	Pulmonary Medicine	yes	12.0	yes	yes	yes						
8700961	Pulmonary Medicine											
0053252	Radiology	yes	12.0	yes	yes	yes						
8405117	Speech-Language Pathology	yes	12.0	yes	yes	yes						
8503713	General Surgery											
8503713	Neoplasms											
8917640	Cardiology	yes	12.0	yes	yes	yes						
8917640	General Surgery	yes	12.0	yes	yes	yes						
8917640	Pulmonary Medicine	yes	12.0	yes	yes	yes						
8917640	Vascular Diseases	yes	12.0	yes	yes	yes						
9815944	Cardiology	yes	12.0	yes	yes	yes						
9815944	General Surgery	yes	12.0	yes	yes	yes						
9815944	Pulmonary Medicine	yes	12.0	yes	yes	yes						
9815944	Vascular Diseases	yes	12.0	yes	yes	yes						
0431155	Hematology	yes	12.0	yes	yes	yes						
0431155	Vascular Diseases	yes	12.0	yes	yes	yes						
8504689	Diagnostic Imaging	yes	12.0	yes	yes	yes						
8306110	Urology											
9514993	Neoplasms											
9514993	Urology											
100940307	Vascular Diseases											
8809602	General Surgery	yes	12.0	yes	yes	yes						
8809602	Vascular Diseases	yes	12.0	yes	yes	yes						
8610760	Veterinary Medicine											
9884653	Nursing											
7610632	Neurology											
101204366	Biotechnology	yes	0.0	yes			No	yes				
101204366	Technology	yes	0.0	yes			No	yes				
101140092	Health Services Research											
101650673	Hematology											
8805715	Nursing											
0036662	Psychiatry											
8601748	Nursing											
100892382	Jurisprudence											
9506704	Psychiatry	yes	0.0	yes	yes	yes						
101316472	Behavioral Sciences	yes	0.0	yes	yes	yes						
101242667	Sexually Transmitted Diseases	yes	0.0	yes	yes	yes						
101614773	Reproductive Medicine	yes	12.0	yes	yes	yes						
100955730	Botany											
101743493	Public Health	yes	0.0	yes			No	yes				
101743493	Reproductive Medicine	yes	0.0	yes			No	yes				
101530546	Obstetrics	yes	12.0	yes	yes	yes						
101530546	Reproductive Medicine	yes	12.0	yes	yes	yes						
7705941	Sexually Transmitted Diseases	yes	12.0	yes	yes	yes						
9805554	Sexually Transmitted Diseases	yes	0.0	yes	yes	yes						
101090220	Dentistry											
20730140R	Physiology											
20730130R	Physiology											
9426463	Biotechnology											
20730160R	Biochemistry											
20730160R	Biophysics											
9426398	Biomedical Engineering											
0413570	Biology											
1275704	Dentistry											
20730300R	Dentistry											
7506047	Dentistry											
0136676	Dentistry											
20730400R	Dentistry											
0413747	Dentistry											
0067457	Neurology											
0413571	Psychology											
7604322	Dentistry											
9421564	Cardiology	yes	12.0	yes	yes	yes						
9421564	Vascular Diseases	yes	12.0	yes	yes	yes						
0142214	Public Health											
0413751	General Surgery											
101162609	Medicine											
8212608	Medicine											
20740130R	Public Health											
9001504	Acquired Immunodeficiency Syndrome											
0404407	Ophthalmology											
8300481	Ophthalmology											
101676423	Cell Biology	yes	0.0	yes			No	yes				
101676423	Drug Therapy	yes	0.0	yes			No	yes				
9609817	Dentistry											
101264408	Health Services Research	yes	12.0	yes	yes	yes						
7513690	Dentistry											
0404516	Medicine											
2984851R	Neurology											
9423167	Nursing											
101561193	Physiology	yes	0.0	yes			Yes	yes				
7701953	Orthopedics	yes	12.0	yes	yes	yes						
7701953	Radiology	yes	12.0	yes	yes	yes						
8810069	Dermatology											
8810069	Pharmacology											
9807277	Dermatology											
9807277	Pharmacology											
9807277	Physiology											
101188418	Dermatology	yes	0.0	yes	yes	yes						
101188418	Pharmacology	yes	0.0	yes	yes	yes						
101188418	Physiology	yes	0.0	yes	yes	yes						
9504453	Dermatology	yes	12.0	yes	yes	yes						
9891441	Dermatology											
101168327	Dermatology											
101697563	Molecular Biology						No	yes				
101697564	Clinical Laboratory Techniques						No	yes				
7809084	Psychophysiology	yes	0.0	yes	yes	yes						
9804161	Psychophysiology	yes	12.0	yes	yes	yes						
9804161	Pulmonary Medicine	yes	12.0	yes	yes	yes						
101656808	Psychophysiology	yes	12.0	yes	yes	yes						
100898759	Neurology	yes	12.0	yes	yes	yes						
100898759	Psychophysiology	yes	12.0	yes	yes	yes						
101271531	Psychophysiology	yes	12.0	yes	yes	yes						
9804678	Neurology	yes	12.0	yes	yes	yes						
9804678	Psychophysiology	yes	12.0	yes	yes	yes						
100901064	Neurology											
100901064	Psychophysiology											
9440320	History of Medicine											
101235338	Biomedical Engineering	yes	12.0	yes	yes	yes						
101235338	Nanotechnology	yes	12.0	yes	yes	yes						
101530974	Biochemistry	yes	0.0	yes								
101530974	Cell Biology	yes	0.0	yes								
0330732	Bacteriology											
0205621	Behavioral Sciences											
0205621	Genetics, Medical											
0205621	Social Sciences											
101288795	Neurology	yes	0.0	yes			No	yes				
101288795	Social Sciences	yes	0.0	yes			No	yes				
0433431	Physiology											
8810360	History of Medicine											
8810360	Social Sciences											
101279009	Neurology	yes	12.0	yes	yes	yes						
101279009	Social Sciences	yes	12.0	yes	yes	yes						
8505332	Nursing											
0072265	Psychiatry											
8804358	Epidemiology	yes	12.0	yes	yes	yes						
8804358	Psychiatry	yes	12.0	yes	yes	yes						
8804358	Social Sciences	yes	12.0	yes	yes	yes						
7806155	Psychology											
7806155	Social Sciences											
7910380	Psychology											
7910380	Social Sciences											
0415065	Physical and Rehabilitation Medicine											
101295315	Reproductive Medicine											
0121744	Health Services											
0121744	Psychology											
0121744	Social Sciences											
8303205	Health Services	yes	12.0	yes	yes	yes						
8303205	Social Sciences	yes	12.0	yes	yes	yes						
8106599	Social Sciences											
8109995	Anthropology											
8109995	Health Services											
8109995	Social Sciences											
8109996	Health Services											
8109996	Social Sciences											
8109997	Epidemiology											
8109997	Social Sciences											
8106600	Psychology											
8108895	Ethics											
7905391	Social Sciences											
7905392	Health Services											
7905392	Social Sciences											
7905393	Epidemiology											
7905393	Social Sciences											
7905394	Psychology											
7905394	Social Sciences											
0330501	History of Medicine	yes	12.0	yes	yes	yes						
0330501	Social Sciences	yes	12.0	yes	yes	yes						
22030305R	Health Services Research											
8302370	Health Services Research											
7506743	History of Medicine	yes	0.0	yes	yes	yes						
7506743	Social Sciences	yes	0.0	yes	yes	yes						
2984852R	Social Sciences	yes	24.0	yes								
7603729	Health Services	yes	12.0	yes	yes	yes						
7603729	Social Sciences	yes	12.0	yes	yes	yes						
101308228	Public Health	yes	12.0	yes	yes	yes						
9434315	Social Sciences											
7802723	Social Sciences											
8205036	Social Sciences	yes	12.0	yes	yes	yes						
0357344	Social Sciences											
0246313	Social Sciences											
7806156	Social Sciences											
101295070	Biochemistry	yes	12.0	yes	yes	yes						
101295070	Chemistry	yes	12.0	yes	yes	yes						
101623819	Biomedical Engineering	yes	0.0	yes	yes	yes						
101623819	Technology	yes	0.0	yes	yes	yes						
0313161	Nursing											
20910580R	Nursing											
8406863	Cardiology											
8406863	Nursing											
8203333	General Surgery											
8203333	Nursing											
8406864	General Surgery											
8406864	Nursing											
8215995	General Surgery											
8215995	Nursing											
9310889	Nursing											
9616322	Geriatrics	yes	12.0	yes								
9616322	Nursing	yes	12.0	yes								
8209882	Gynecology											
8209882	Nursing											
8209882	Obstetrics											
8209882	Pediatrics											
8213615	Gynecology											
8213615	Nursing											
8213615	Obstetrics											
8213615	Pediatrics											
8215994	Nursing											
8215994	Tropical Medicine											
9604503	Nursing	yes	12.0	yes								
9604503	Pediatrics	yes	12.0	yes								
8203334	Nursing	yes	12.0	yes	yes	yes						
8203334	Psychiatry	yes	12.0	yes	yes	yes						
9875638	Dentistry											
9875638	General Surgery											
9306181	Nuclear Medicine	yes	18.0	yes	yes	yes						
8403568	Cell Biology											
8403568	Molecular Biology											
7506054	Genetics											
8904127	Neurology	yes	12.0	yes	yes	yes						
8904127	Psychophysiology	yes	12.0	yes	yes	yes						
8404780	Neurology											
8404780	Physiology											
20910650R	Dentistry											
8702243	Neoplasms											
8702243	Radiotherapy											
9312251	Neoplasms											
9312251	Radiotherapy											
9108831	Dentistry											
2984855R	Military Medicine											
9601665	Forensic Sciences											
9601665	Jurisprudence											
0404522	Medicine											
0266303	Public Health											
0266303	Tropical Medicine											
7511346	Medicine											
0063413	Genetics											
0315573	Anatomy											
0315573	Biology											
0321347	Environmental Health											
0404525	Medicine											
0404526	Public Health											
0404527	Medicine											
0404527	Public Health											
101604515	Medicine											
7502479	Public Health											
7502479	Social Sciences											
0436033	Education											
0436033	Pediatrics											
0422620	Aerospace Medicine											
9425305	Aerospace Medicine											
9425305	Biomedical Engineering											
101095192	Psychology	yes	0.0	yes	yes	yes						
101516571	Epidemiology	yes	12.0	yes	yes	yes						
8602662	Ophthalmology											
8103755	Dentistry	yes	12.0	yes	yes	yes						
0423211	Education											
0423211	Physical and Rehabilitation Medicine											
0423517	Education											
0423517	Physical and Rehabilitation Medicine											
9423043	Health Services Research											
9423043	Jurisprudence											
7506056	Medicine											
18530300R	Medicine											
8001537	Endocrinology											
8001537	Metabolism											
9602533	Molecular Biology	yes	12.0	yes	yes	yes						
0123303	Speech-Language Pathology											
0413755	Medicine											
0413755	Pathology											
9609749	Neurology	yes	6.0	yes	yes	yes						
101680856	Neurology	yes	6.0	yes	yes	yes						
7610646	Orthopedics	yes	12.0	yes	yes	yes						
101603979	Orthopedics	yes	12.0	yes								
101130732	Orthopedics	yes	12.0	yes	yes	yes						
101151352	Physiology	yes	12.0	yes	yes	yes						
101151352	Sports Medicine	yes	12.0	yes	yes	yes						
101518422	Sports Medicine	yes	0.0	yes	yes	yes						
8412297	Sports Medicine	yes	12.0	yes	yes	yes						
9315689	Orthopedics	yes	6.0	yes								
9315689	Sports Medicine	yes	6.0	yes								
8904133	Orthopedics	yes	12.0	yes	yes	yes						
8904133	Sports Medicine	yes	12.0	yes	yes	yes						
7910384	Allergy and Immunology											
7910384	Pathology											
9004141	Nursing											
9004141	Vascular Diseases											
101737969	Geriatrics											
101737969	Pharmacy											
8500287	Nursing											
0027440	Medicine											
20520010R	Dentistry											
0103531	Dentistry											
0121503	Nursing											
0404535	Histocytochemistry											
7703790	Jurisprudence											
101133951	Traumatology											
9875635	Nursing											
101176023	Genetics	yes	12.0	yes	yes	yes						
101176023	Molecular Biology	yes	12.0	yes	yes	yes						
101176023	Statistics as Topic	yes	12.0	yes	yes	yes						
8410965	Statistics as Topic											
8410965	Vital Statistics											
8301711	Statistics as Topic											
7503677	Statistics as Topic											
8215016	Statistics as Topic	yes	12.0	yes	yes	yes						
9212457	Statistics as Topic	yes	0.0	yes	yes	yes						
8007965	Health Services Research											
8007965	Statistics as Topic											
101140003	Health Services Research											
9713417	Health Services											
100890177	Jurisprudence											
8609408	Jurisprudence											
8609408	Nursing											
100966540	Health Services Research											
101611300	Cell Biology	yes	0.0	yes			No	yes				
101316957	Cell Biology	yes	0.0	yes			No	yes				
101527581	Cell Biology	yes	0.0	yes			Yes	yes				
101527581	Therapeutics	yes	0.0	yes			Yes	yes				
101255952	Cell Biology											
101752767	Cell Biology	yes	12.0	yes	yes	yes						
8110002	Cell Biology											
9304532	Cell Biology	yes	12.0	yes	yes	yes						
9304532	Embryology	yes	12.0	yes	yes	yes						
101197107	Cell Biology	yes	0.0	yes	yes	yes						
101197107	Hematology	yes	0.0	yes	yes	yes						
101578022	Cell Biology	yes	0.0	yes			No	yes				
101578022	Therapeutics	yes	0.0	yes			No	yes				
9888939	Acquired Immunodeficiency Syndrome											
8902881	Neurosurgery	yes	0.0	yes	yes	yes						
0350154	Endocrinology											
0350154	Pharmacology											
0404536	Biochemistry	yes	12.0	yes	yes	yes						
0350520	Biochemistry											
0350520	Pharmacology											
9439500	Nursing											
9439500	Traumatology											
8006577	Dentistry											
9211536	Dentistry											
0322351	Dentistry											
21010730R	Dentistry											
7904438	Dentistry											
9875636	Dentistry											
7513067	Dentistry											
21010700R	Dentistry											
9111525	Dentistry											
0412072	Dentistry											
0404542	Dentistry											
101248498	Dentistry											
9310896	Ophthalmology	yes	12.0	yes	yes	yes						
1272726	History of Medicine											
0404543	Radiology											
8603469	Neoplasms	yes	12.0	yes	yes	yes						
8603469	Radiotherapy	yes	12.0	yes	yes	yes						
1260024	Radiotherapy											
0404544	Radiotherapy											
9617529	Neurology	yes	0.0	yes			No	yes				
101089166	Psychology	yes	12.0	yes	yes	yes						
0235266	Brain	yes	6.0	yes	yes	yes						
0235266	Vascular Diseases	yes	6.0	yes	yes	yes						
101689996	Neurology	yes	0.0	yes			No	yes				
101689996	Vascular Diseases	yes	0.0	yes			No	yes				
101087697	Biochemistry	yes	12.0	yes	yes	yes						
101087697	Biotechnology	yes	12.0	yes	yes	yes						
101087697	Molecular Biology	yes	12.0	yes	yes	yes						
9112135	History of Medicine											
7908548	Endocrinology											
0417345	Endocrinology											
0417345	Physiology											
0341024	Microbiology											
0417346	Medicine											
2984860R	Neurology											
0425614	Microbiology											
7810364	Family Planning Services	yes	12.0	yes	yes	yes						
0424250	Medicine											
7805512	History of Medicine											
7805512	Hospitals											
0425113	Ethics											
0425113	Psychiatry											
0425113	Social Sciences											
9214582	Health Services Research											
9214582	Medical Informatics											
9214582	Technology											
9810965	Ethics											
9810965	History of Medicine											
9810965	Social Sciences											
1250602	History of Medicine	yes	18.0	yes	yes	yes						
1250602	Science	yes	18.0	yes	yes	yes						
7514136	Environmental Health											
2984859R	Neurology											
101491727	History of Medicine											
101491727	Science											
0316571	Biochemistry											
0316571	Cell Biology											
8808537	Substance-Related Disorders	yes	12.0	yes	yes	yes						
101258060	Substance-Related Disorders	yes	0.0	yes			Yes	yes				
8010224	Substance-Related Disorders											
9602153	Substance-Related Disorders	yes	12.0	yes	yes	yes						
0404546	Jurisprudence											
0240376	History of Medicine											
1256455	History of Medicine											
7605741	Psychiatry											
7605741	Psychology											
7608054	Behavioral Sciences											
7608054	Psychiatry											
101519915	Medicine						No	yes				
9427301	Dentistry											
8704977	Dentistry											
0270745	Nursing											
100967410	Neurology											
100967410	Physiology											
100967410	Psychophysiology											
9214590	Neurology											
8917888	Gynecology											
8917888	Obstetrics											
8906287	Neoplasms											
8106612	Cardiology											
8106612	Hematology											
101153052	Neoplasms											
9302957	Neoplasms	yes	12.0	yes	yes	yes						
9302957	Palliative Care	yes	12.0	yes	yes	yes						
0221302	General Surgery											
0074243	General Surgery	yes	12.0	yes	yes	yes						
8806653	Diagnostic Imaging	yes	12.0	yes	yes	yes						
8806653	Gastroenterology	yes	12.0	yes	yes	yes						
8806653	General Surgery	yes	12.0	yes	yes	yes						
0337723	General Surgery											
8301001	Gastroenterology											
8301001	General Surgery											
0101370	General Surgery											
0101370	Gynecology											
0101370	Obstetrics											
9815642	Bacteriology	yes	0.0	yes	yes	yes						
9815642	General Surgery	yes	0.0	yes	yes	yes						
101233809	General Surgery	yes	0.0	yes	yes	yes						
9107230	Gastroenterology											
9107230	General Surgery											
100888751	Diagnostic Imaging	yes	12.0	yes	yes	yes						
100888751	Gastroenterology	yes	12.0	yes	yes	yes						
100888751	General Surgery	yes	12.0	yes	yes	yes						
0367070	Neurosurgery											
101233161	Metabolism	yes	12.0	yes	yes	yes						
9208188	General Surgery	yes	12.0	yes	yes	yes						
9208188	Neoplasms	yes	12.0	yes	yes	yes						
9211789	General Surgery	yes	12.0	yes	yes	yes						
9211789	Neoplasms	yes	12.0	yes	yes	yes						
101491209	General Surgery	yes	12.0	yes	yes	yes						
8608029	Anatomy	yes	12.0	yes	yes	yes						
8608029	General Surgery	yes	12.0	yes	yes	yes						
8608029	Radiology	yes	12.0	yes	yes	yes						
7907517	General Surgery											
7907517	Technology											
9604509	General Surgery											
9604509	Technology											
9204360	General Surgery	yes	12.0	yes	yes	yes						
101168329	General Surgery	yes	12.0	yes	yes	yes						
0417347	General Surgery	yes	12.0	yes	yes	yes						
8215669	Allergy and Immunology											
0404551	Ophthalmology	yes	12.0	yes	yes	yes						
8303576	Pathology											
100893938	Acquired Immunodeficiency Syndrome											
9812689	History of Medicine											
7708466	Dentistry											
21040330R	Dentistry											
7706129	Dentistry											
7905899	Dentistry											
101624119	Dentistry											
100970884	Medicine	yes	0.0	yes			No	yes				
9514313	General Surgery											
9514311	General Surgery											
0421366	Nursing											
9313367	Nursing											
21040500R	Nursing											
9870010	Dentistry											
9870010	Pharmacology											
9870010	Therapeutics											
9870010	Toxicology											
100892834	Microbiology											
100963225	Anatomy											
100963225	Biology											
0404517	Biology											
7801135	Dentistry											
7801135	Nutritional Sciences											
8806914	Neurology	yes	12.0	yes	yes	yes						
101540513	Health Services Research											
101540513	Public Health											
8306133	Microbiology	yes	12.0	yes	yes	yes						
9302532	Biology	yes	12.0	yes	yes	yes						
101232067	Biology											
101464963	Computational Biology	yes	12.0	yes	yes	yes						
101464963	Reproductive Medicine	yes	12.0	yes	yes	yes						
8111384	Parasitology	yes	12.0	yes	yes	yes						
101580575	Medicine	yes	0.0	yes			Yes	yes				
2984815R	Biology											
7604341	Dentistry											
9607534	Gastroenterology											
1264143	Nursing											
101191388	Nursing											
101213819	Gynecology	yes	0.0	yes								
101213819	Obstetrics	yes	0.0	yes								
0413761	Medicine											
2984816R	Chemistry Techniques, Analytical	yes	12.0	yes	yes	yes						
0404553	Dentistry											
9005525	Dentistry											
0432622	Dentistry											
1276570	Dentistry											
9710449	Diagnostic Imaging											
9710449	Radiology											
9100592	Dentistry											
0413762	Biochemistry											
101262014	Health Services Research											
101479163	Health Services Research											
21110560R	Nursing											
101270595	Neoplasms	yes	12.0	yes	yes	yes						
8913519	Drug Therapy											
8913519	Pharmacology											
8910884	Medical Informatics	yes	12.0	yes	yes	yes						
8910884	Medicine	yes	12.0	yes	yes	yes						
101145436	Health Services Research											
21120440R	Dentistry											
7501250	Technology											
9613614	Gastroenterology	yes	12.0	yes	yes	yes						
9613614	General Surgery	yes	12.0	yes	yes	yes						
9704676	General Surgery	yes	12.0	yes	yes	yes						
9508161	Urology											
9806675	Radiology	yes	12.0	yes	yes	yes						
9806675	Vascular Diseases	yes	12.0	yes	yes	yes						
101140941	Neoplasms	yes	0.0	yes			No	yes				
101140941	Therapeutics	yes	0.0	yes			No	yes				
21120500R	History of Medicine	yes	0.0	yes	yes	yes						
21120500R	Technology	yes	0.0	yes	yes	yes						
101213260	Health Services Research											
